ID, IDREF, IDNUM, EventoStart, EventoEnd, TipoStart, TipoEnd, Distance_m, X_Start, Y_Start, X_End, Y_End 
18,460070881E,4,14,15,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,0.810,9.426606,45.874078,9.426598,45.874078 
19,460070881E,4,15,15,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,0.000,9.426598,45.874078,9.426598,45.874078 
20,460070A5D3,5,0,5,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,0.000,9.426599,45.874085,9.426599,45.874085 
21,460070A5D3,5,5,8,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,1.520,9.426599,45.874085,9.426594,45.874072 
22,460070A5D3,5,8,11,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,1.337,9.426594,45.874072,9.426601,45.874063 
23,460070A5D3,5,11,16,Bars_sedimentbuildupzones,Run_rapid,4.071,9.426601,45.874063,9.426601,45.874100 
24,460070A5D3,5,16,16,Run_rapid,Run_rapid,0.000,9.426601,45.874100,9.426601,45.874100 
25,460070A8F7,6,0,1,Run_rapid,Bars_sedimentbuildupzones,4.341,9.426601,45.874100,9.426596,45.874061 
26,460070A8F7,6,1,2,Bars_sedimentbuildupzones,Run_rapid,6.404,9.426596,45.874061,9.426638,45.874102 
27,460070A8F7,6,2,4,Run_rapid,Bars_sedimentbuildupzones,5.822,9.426638,45.874102,9.426594,45.874072 
28,460070A8F7,6,4,6,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,1.520,9.426594,45.874072,9.426599,45.874085 
29,460070A8F7,6,6,6,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,0.000,9.426599,45.874085,9.426599,45.874085 
30,460070AA99,7,0,5,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,2.142,9.426592,45.874067,9.426599,45.874085 
31,460070AA99,7,5,5,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,0.000,9.426599,45.874085,9.426599,45.874085 
32,460070ACE6,8,0,1,Run_rapid,Run_rapid,4.594,9.426570,45.874057,9.426609,45.874071 
33,460070ACE6,8,1,2,Run_rapid,Run_rapid,0.000,9.426609,45.874071,9.426609,45.874071 
34,460070ACE6,8,2,6,Run_rapid,Bars_sedimentbuildupzones,1.911,9.426609,45.874071,9.426599,45.874085 
35,460070ACE6,8,6,8,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,0.000,9.426599,45.874085,9.426599,45.874085 
36,460070ACE6,8,8,11,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,0.000,9.426599,45.874085,9.426599,45.874085 
37,460070ACE6,8,11,13,Bars_sedimentbuildupzones,Bars_sedimentbuildupzones,0.000,9.426599,45.874085,9.426599,45.874085 
38,460070ACE6,8,13,14,Bars_sedimentbuildupzones,Run_rapid,4.512,9.426599,45.874085,9.426560,45.874071 
39,460070ACE6,8,14,16,Run_rapid,Run_rapid,5.590,9.426560,45.874071,9.426606,45.874095 
40,460070ACE6,8,16,17,Run_rapid,Run_rapid,0.851,9.426606,45.874095,9.426606,45.874087 
41,460070ACE6,8,17,18,Run_rapid,Run_rapid,3.301,9.426606,45.874087,9.426629,45.874106 
42,460070ACE6,8,18,18,Run_rapid,Run_rapid,0.000,9.426629,45.874106,9.426629,45.874106 
43,460070C2D8,9,0,6,Run_rapid,Run_rapid,0.725,9.426608,45.874081,9.426606,45.874087 
44,460070C2D8,9,6,14,Run_rapid,Run_rapid,1.525,9.426606,45.874087,9.426601,45.874100 
45,460070C2D8,9,14,15,Run_rapid,Run_rapid,0.915,9.426601,45.874100,9.426606,45.874107 
46,460070C2D8,9,15,17,Run_rapid,Run_rapid,2.188,9.426606,45.874107,9.426606,45.874087 
47,460070C2D8,9,17,18,Run_rapid,Run_rapid,1.669,9.426606,45.874087,9.426616,45.874076 
48,460070C2D8,9,18,18,Run_rapid,Run_rapid,0.000,9.426616,45.874076,9.426616,45.874076 
49,460070C3BB,10,0,1,Run_rapid,Run_rapid,0.000,9.426609,45.874071,9.426609,45.874071 
50,460070C3BB,10,1,1,Run_rapid,Run_rapid,0.000,9.426609,45.874071,9.426609,45.874071 
